ano,curso,vagas,inscritos,pontos_minimo,pontos_maximo,candidatos_por_vaga
2012,Fisioterapia − Ribeirão Preto,40,577,42,73,14.43
2012,Fonoaudiologia,25,173,37,64,6.92
2012,Fonoaudiologia − Bauru,40,152,31,63,3.8
2012,Fonoaudiologia − Ribeirão Preto,30,155,36,54,5.17
2012,"Gerontologia − USP Leste, SP",60,187,28,62,3.12
2012,Medicina,275,14075,73,85,51.18
2012,Ciências Médicas − Ribeirão Preto,100,4061,73,84,40.61
2012,Medicina Veterinária,80,1546,52,74,19.33
2012,Medicina Veterinária − Pirassununga,60,913,50,71,15.22
2012,Nutrição,80,1083,43,78,13.54
2012,Nutrição e Metabolismo − Ribeirão Preto,30,285,41,61,9.5
2012,"Obstetrícia − USP Leste, SP",60,210,29,62,3.5
2012,Odontologia,133,1300,45,75,9.77
2012,Odontologia − Bauru,50,450,45,67,9.0
2012,Odontologia − Ribeirão Preto,80,948,46,66,11.85
2012,Psicologia,70,2200,56,77,31.43
2012,Psicologia − Ribeirão Preto,40,989,53,74,24.73
2012,Saúde Pública,40,52,27,56,1.3
2012,Terapia Ocupacional,25,147,36,71,5.88
2012,Terapia Ocupacional − Ribeirão Preto,20,122,35,53,6.1
2012,Zootecnia − Pirassununga,40,254,36,63,6.35
2012,Biológicas,300,5134,49,77,17.11
2012,Ciências Biomoleculares − São Carlos,40,155,41,78,3.88
2012,"Ciências da Natureza − USP Leste, SP",120,184,27,68,1.53
2012,Computação,230,2710,47,79,11.78
2012,Engenharia Aeronáutica − São Carlos,40,967,67,81,24.18
2012,Engenharia Ambiental − Lorena,40,230,38,67,5.75
2012,Engenharia Ambiental − São Carlos,40,661,52,76,16.53
2012,Engenharia Bioquímica − Lorena,40,307,49,66,7.68
2012,Engenharia Civil − São Carlos,60,3136,63,78,52.27
2012,Engenharia de Alimentos − Pirassununga,100,576,41,69,5.76
2012,Engenharia de Biossistemas − Pirassununga,60,329,37,64,5.48
2012,Engenharia de Materiais − Lorena,40,273,44,67,6.83
2012,Engenharia de Materiais e Manufatura − São Carlos,50,469,53,77,9.38
2012,Engenharia de Produção − Lorena,40,809,50,72,20.23
2012,Engenharia Elétrica e Computação − São Carlos,250,2464,51,82,9.86
2012,Engenharia Física − Lorena,40,191,43,70,4.78
2012,Engenharia na Escola Politécnica,750,11933,63,86,15.91
2012,Engenharia Química − Lorena,160,1589,51,79,9.93
2012,Engenharia − São Carlos,150,2472,60,86,16.48
2012,Física/Meteorologia/Geofísica/Astronomia/Estatística/Matemática/MatemáticaAplic.,455,2005,39,81,4.41
2012,Física Médica − Ribeirão Preto,40,164,35,69,4.1
2012,Geologia,50,672,52,77,13.44
2012,Informática Biomédica − Ribeirão Preto,40,156,35,55,3.9
2012,Informática − São Carlos,40,220,37,65,5.5
2012,Licenciatura em Ciências Exatas − São Carlos,50,124,27,69,2.48
2012,Licenciatura em Geociências e Educação Ambiental,40,92,27,71,2.3
2012,Licenciatura em Matemática / Física,260,690,27,75,2.65
2012,Matemática Aplicada − Ribeirão Preto,45,159,31,70,3.53
2012,Matemática − São Carlos,95,317,30,79,3.34
2012,Oceanografia,40,298,46,70,7.45
2012,Química Ambiental,30,169,40,64,5.63
2012,Química (Bacharelados) − Ribeirão Preto,60,402,43,70,6.7
2012,Química − Bacharelado e Licenciatura,60,664,52,74,11.07
2012,Química − Licenciatura,30,122,35,57,4.07
2012,Química − Licenciatura − Ribeirão Preto,40,123,30,68,3.08
2012,Química (Bacharelados) − São Carlos,60,379,44,76,6.32
2012,Exatas,300,6259,52,83,20.86
2013,Administração − Ribeirão Preto,105,1518,46,72,14.46
2013,Administração − Piracicaba,40,577,43,66,14.43
2013,Arquitetura − FAU,150,4420,56,78,29.47
2013,Arquitetura − São Carlos,45,1413,53,73,31.4
2013,Artes Cênicas − Bacharelado,15,542,54,72,36.13
2013,Artes Cênicas − Licenciatura,10,168,44,58,16.8
2013,Artes Visuais,30,138,44,69,4.6
2013,Biblioteconomia,35,186,36,63,5.31
2013,Ciências Contábeis − Ribeirão Preto,45,442,41,72,9.82
2013,Ciências da Informação e da Documentação − Ribeirão Preto,40,303,39,64,7.58
2013,Ciências Sociais,210,1304,42,80,6.21
2013,Curso Superior do Audiovisual,35,1253,60,75,35.8
2013,Design,40,1386,53,75,34.65
2013,Direito,560,11304,57,83,20.19
2013,"Economia, Administração, Ciências Contábeis e Atuária",590,6815,51,82,11.55
2013,Economia Empresarial e Controladoria − Ribeirão Preto,70,367,39,61,5.24
2013,Economia − Piracicaba,40,370,46,68,9.25
2013,Economia − Ribeirão Preto,45,369,46,72,8.2
2013,Editoração,15,266,50,76,17.73
2013,Filosofia,170,878,39,73,5.16
2013,Geografia,170,808,38,80,4.75
2013,"Gestão Ambiental − USP Leste, SP",120,473,32,67,3.94
2013,Gestão Ambiental − Piracicaba,40,185,35,54,4.63
2013,"Gestão de Políticas Públicas − USP Leste, SP",120,625,37,67,5.21
2013,História,270,1829,43,77,6.77
2013,Jornalismo,60,2494,56,75,41.57
2013,"Lazer e Turismo − USP Leste, SP",120,463,30,61,3.86
2013,Licenciatura em Educomunicação,30,128,37,56,4.27
2013,Letras,849,3299,34,71,3.89
2013,"Marketing − USP Leste, SP",120,1168,42,64,9.73
2013,Música − ECA,35,118,35,72,3.37
2013,Música − Ribeirão Preto,30,153,32,70,5.1
2013,Pedagogia,180,881,33,66,4.89
2013,Pedagogia − Ribeirão Preto,50,214,29,58,4.28
2013,Publicidade e Propaganda,50,2423,55,73,48.46
2013,Relações Internacionais,60,2574,59,85,42.9
2013,Relações Públicas,50,887,47,65,17.74
2013,"Têxtil e Moda − USP Leste, SP",60,773,42,63,12.88
2013,Turismo,30,361,38,66,12.03
2013,Humanas,300,8256,48,72,27.52
2013,Ciências Biológicas,120,1657,50,81,13.81
2013,Ciências Biológicas − Piracicaba,30,357,44,63,11.9
2013,Ciências Biológicas − Ribeirão Preto,60,559,45,75,9.32
2013,Ciências Biomédicas,40,1194,58,84,29.85
2013,"Ciências da Atividade Física − USP Leste, SP",60,158,27,52,2.63
2013,Ciências dos Alimentos − Piracicaba,40,195,35,60,4.88
2013,Educação Física e Esporte,100,877,39,62,8.77
2013,Educação Física − Ribeirão Preto,60,381,33,61,6.35
2013,Enfermagem,80,735,38,66,9.19
2013,Enfermagem − Ribeirão Preto,130,553,31,58,4.25
2013,Engenharia Agronômica − Piracicaba,200,1279,39,69,6.4
2013,Engenharia Florestal − Piracicaba,40,189,35,62,4.73
2013,Farmácia−Bioquímica,150,1282,47,73,8.55
2013,Farmácia−Bioquímica − Ribeirão Preto,80,552,42,76,6.9
2013,Fisioterapia,25,752,47,68,30.08
2013,Fisioterapia − Ribeirão Preto,40,548,40,67,13.7
2013,Fonoaudiologia,25,200,39,61,8.0
2013,Fonoaudiologia − Bauru,40,268,38,60,6.7
2013,Fonoaudiologia − Ribeirão Preto,30,106,30,53,3.53
2013,"Gerontologia − USP Leste, SP",60,177,27,59,2.95
2013,Medicina,275,15517,73,87,56.43
2013,Ciências Médicas − Ribeirão Preto,100,4545,71,84,45.45
2013,Medicina Veterinária,80,1793,50,76,22.41
2013,Medicina Veterinária − Pirassununga,60,917,46,67,15.28
2013,Nutrição,80,1022,42,66,12.78
2013,Nutrição e Metabolismo − Ribeirão Preto,30,323,40,73,10.77
2013,"Obstetrícia − USP Leste, SP",60,314,34,56,5.23
2013,Odontologia,133,1394,43,74,10.48
2013,Odontologia − Bauru,50,625,45,65,12.5
2013,Odontologia − Ribeirão Preto,80,906,44,70,11.33
2013,Psicologia,70,2651,55,74,37.87
2013,Psicologia − Ribeirão Preto,40,1144,52,73,28.6
2013,Saúde Pública,40,391,39,61,9.78
2013,Terapia Ocupacional,25,196,39,61,7.84
2013,Terapia Ocupacional − Ribeirão Preto,20,150,34,52,7.5
2013,Zootecnia − Pirassununga,40,300,37,68,7.5
2013,Biológicas,300,5917,48,77,19.72
2013,Ciências Biomoleculares − São Carlos,40,242,44,71,6.05
2013,"Ciências da Natureza − USP Leste, SP",120,267,27,63,2.23
2013,Computação,330,3229,44,78,9.78
2013,Engenharia Aeronáutica − São Carlos,40,1085,66,82,27.13
2013,Engenharia Ambiental − Lorena,40,592,46,70,14.8
2013,Engenharia Ambiental − São Carlos,40,650,50,70,16.25
2013,Engenharia Bioquímica − Lorena,40,275,45,70,6.88
2013,Engenharia Civil − São Carlos,60,3191,63,84,53.18
2013,Engenharia de Alimentos − Pirassununga,100,601,40,72,6.01
2013,Engenharia de Biossistemas − Pirassununga,60,161,27,65,2.68
2013,Engenharia de Materiais − Lorena,40,319,44,67,7.98
2013,Engenharia de Materiais e Manufatura − São Carlos,50,438,51,73,8.76
2013,Engenharia de Produção − Lorena,40,1161,52,74,29.03
2013,Engenharia Elétrica e de Computação − São Carlos,150,2649,55,80,17.66
2013,Engenharia Física − Lorena,40,382,48,78,9.55
2013,Engenharia na Escola Politécnica,820,12680,61,86,15.46
2013,Engenharia Química − Lorena,160,2018,51,79,12.61
2013,Engenharia − São Carlos,150,2795,59,82,18.63
2013,Física / Meteorologia / Geofísica / Astronomia / Estatística / Matemática / Mate,455,2223,39,80,4.89
2013,Física Médica − Ribeirão Preto,40,174,36,70,4.35
2013,Geologia,50,706,51,73,14.12
2013,Informática Biomédica − Ribeirão Preto,40,142,32,64,3.55
2013,Informática − São Carlos,40,253,36,70,6.33
2013,Licenciatura em Ciências Exatas − São Carlos,50,186,33,64,3.72
2013,Licenciatura em Geociências e Educação Ambiental,40,104,27,67,2.6
2013,Licenciatura em Matemática / Física,260,730,27,69,2.81
2013,Matemática Aplicada − Ribeirão Preto,45,137,29,73,3.04
2013,Matemática − São Carlos,95,374,34,66,3.94
2013,Oceanografia,40,279,41,79,6.98
2013,Química Ambiental,30,145,38,68,4.83
2013,Química (Bacharelados) − Ribeirão Preto,60,434,40,73,7.23
2013,Química − Bacharelado e Licenciatura,60,709,50,82,11.82
2013,Química − Licenciatura,30,174,40,70,5.8
2013,Química − Licenciatura − Ribeirão Preto,40,141,30,59,3.53
2013,Química (Bacharelados) − São Carlos,60,366,42,79,6.1
2013,Exatas,300,7342,52,83,24.47
2014,Administração − Ribeirão Preto,105,1468,44,70,13.98
2014,Administração − Piracicaba,40,588,43,59,14.7
2014,Arquitetura − FAU,150,4714,57,79,31.43
2014,Arquitetura − São Carlos,45,1373,54,78,30.51
2014,Artes Cênicas − Bacharelado,15,623,53,69,41.53
2014,Artes Cênicas − Licenciatura,10,222,46,64,22.2
2014,Artes Visuais,30,127,43,68,4.23
2014,Biblioteconomia,35,252,39,63,7.2
2014,Ciências Contábeis − Ribeirão Preto,45,436,40,70,9.69
2014,Ciências da Informação e da Documentação − Ribeirão Preto,40,82,27,60,2.05
2014,Ciências Sociais,210,1593,44,79,7.59
2014,Curso Superior do Audiovisual,35,1443,59,81,41.23
2014,Design,40,1393,52,70,34.83
2014,Direito,560,12272,57,82,21.91
2014,"Economia, Administração, Ciências Contábeis e Atuária",590,6722,50,80,11.39
2014,Economia Empresarial e Controladoria − Ribeirão Preto,70,456,41,65,6.51
2014,Economia − Piracicaba,40,314,45,67,7.85
2014,Economia − Ribeirão Preto,45,475,49,70,10.56
2014,Editoração,15,293,49,65,19.53
2014,Filosofia,170,1027,40,72,6.04
2014,Geografia,170,846,37,64,4.98
2014,"Gestão Ambiental − USP Leste, SP",120,494,30,70,4.12
2014,Gestão Ambiental − Piracicaba,40,153,32,63,3.83
2014,"Gestão de Políticas Públicas − USP Leste, SP",120,661,36,61,5.51
2014,História,270,2031,43,71,7.52
2014,Jornalismo,60,2706,55,74,45.1
2014,"Lazer e Turismo − USP Leste, SP",120,488,28,58,4.07
2014,Licenciatura em Educomunicação,30,109,32,63,3.63
2014,Letras,849,3776,34,78,4.45
2014,"Marketing − USP Leste, SP",120,1142,41,70,9.52
2014,Música − ECA,35,129,32,61,3.69
2014,Música − Ribeirão Preto,30,171,31,67,5.7
2014,Pedagogia,180,1032,33,65,5.73
2014,Pedagogia − Ribeirão Preto,50,393,37,61,7.86
2014,Publicidade e Propaganda,50,2499,53,75,49.98
2014,Relações Internacionais,60,2294,58,82,38.23
2014,Relações Públicas,50,1020,47,69,20.4
2014,"Têxtil e Moda − USP Leste, SP",60,751,40,63,12.52
2014,Turismo,30,372,36,64,12.4
2014,Treinamento Humanas,300,9531,48,70,31.77
2014,Ciências Biológicas,120,1844,50,80,15.37
2014,Ciências Biológicas − Piracicaba,30,289,42,63,9.63
2014,Ciências Biológicas − Ribeirão Preto,60,634,44,76,10.57
2014,Ciências Biomédicas,40,1043,54,76,26.08
2014,Ciências Biomédicas − Ribeirão Preto,25,439,53,75,17.56
2014,Ciências dos Alimentos − Piracicaba,40,228,34,65,5.7
2014,Educação Física e Esporte,100,912,36,68,9.12
2014,Educação Física e Esporte − Ribeirão Preto,60,448,33,57,7.47
2014,"Educação Física e Saúde − USP Leste, SP",60,258,27,55,4.3
2014,Enfermagem,80,880,39,68,11.0
2014,Enfermagem − Ribeirão Preto,130,505,30,66,3.88
2014,Engenharia Agronômica − Piracicaba,200,1444,40,74,7.22
2014,Engenharia Florestal − Piracicaba,40,299,40,60,7.48
2014,Farmácia−Bioquímica,150,1325,45,75,8.83
2014,Farmácia−Bioquímica − Ribeirão Preto,80,505,40,76,6.31
2014,Fisioterapia,25,819,46,64,32.76
2014,Fisioterapia − Ribeirão Preto,40,556,40,64,13.9
2014,Fonoaudiologia,25,222,38,72,8.88
2014,Fonoaudiologia − Bauru,40,148,28,55,3.7
2014,Fonoaudiologia − Ribeirão Preto,30,220,34,64,7.33
2014,"Gerontologia − USP Leste, SP",60,365,35,58,6.08
2014,Medicina,275,16108,70,84,58.57
2014,Medicina − Ribeirão Preto,100,6291,70,86,62.91
2014,Medicina Veterinária,80,2346,50,76,29.33
2014,Medicina Veterinária − Pirassununga,60,946,45,64,15.77
2014,Nutrição,80,1294,41,62,16.18
2014,Nutrição e Metabolismo − Ribeirão Preto,30,421,43,67,14.03
2014,"Obstetrícia − USP Leste, SP",60,258,31,61,4.3
2014,Odontologia,133,1592,44,66,11.97
2014,Odontologia − Bauru,50,433,42,68,8.66
2014,Odontologia − Ribeirão Preto,80,898,43,74,11.23
2014,Psicologia,70,3400,57,78,48.57
2014,Psicologia − Ribeirão Preto,40,1123,50,78,28.08
2014,Saúde Pública,40,98,27,53,2.45
2014,Terapia Ocupacional,25,166,36,57,6.64
2014,Terapia Ocupacional − Ribeirão Preto,20,151,34,60,7.55
2014,Zootecnia − Pirassununga,40,323,35,56,8.08
2014,Treinamento Biológicas,300,6693,48,73,22.31
2014,Ciências Biomoleculares − São Carlos,40,167,40,70,4.18
2014,"Ciências da Natureza − USP Leste, SP",120,315,27,65,2.63
2014,Computação,330,3601,45,81,10.91
2014,Engenharia Aeronáutica − São Carlos,40,1145,66,82,28.63
2014,Engenharia Ambiental − Lorena,40,260,38,64,6.5
2014,Engenharia Ambiental − São Carlos,40,611,48,69,15.28
2014,Engenharia Bioquímica − Lorena,40,370,47,66,9.25
2014,Engenharia Civil − São Carlos,60,3051,62,75,50.85
2014,Engenharia de Alimentos − Pirassununga,100,593,40,68,5.93
2014,Engenharia de Biossistemas − Pirassununga,60,416,38,64,6.93
2014,Engenharia de Materiais − Lorena,40,286,44,63,7.15
2014,Engenharia de Materiais e Manufatura − São Carlos,50,491,52,76,9.82
2014,Engenharia de Produção − Lorena,40,979,51,68,24.48
2014,Engenharia Elétrica e de Computação − São Carlos,150,2442,55,83,16.28
2014,Engenharia Física − Lorena,40,341,49,76,8.53
2014,Engenharia na Escola Politécnica,870,13499,60,86,15.52
2014,Engenharia Química − Lorena,160,1781,51,78,11.13
2014,Engenharia − São Carlos,150,3028,59,83,20.19
2014,Fís. / Fís. Comput. / Meteor. / Geofís. / Astron. / Estatís. / Mat. / Mat. Apl.,550,2778,39,82,5.05
2014,Física Médica − Ribeirão Preto,40,207,37,70,5.18
2014,Geologia,50,732,52,77,14.64
2014,Informática Biomédica − Ribeirão Preto,40,136,29,65,3.4
2014,Informática − São Carlos,40,252,37,63,6.3
2014,Licenciatura em Ciências Exatas (com habilitações) − São Carlos,50,118,27,67,2.36
2014,Licenciatura em Geociências e Educação Ambiental,40,134,28,63,3.35
2014,Licenciatura em Matemática / Física,260,1086,33,74,4.18
2014,Matemática Aplicada − Ribeirão Preto,45,237,35,63,5.27
2014,Oceanografia,40,308,40,68,7.7
2014,Química (Bacharelados) − Ribeirão Preto,60,462,41,73,7.7
2014,Química − Bacharelado e Licenciatura,120,1058,46,76,8.82
2014,Química − Licenciatura − Ribeirão Preto,40,145,31,62,3.63
2014,Química (Bacharelados) − São Carlos,60,434,41,71,7.23
2014,Treinamento Exatas,300,8179,52,75,27.26
2015,Administração − Ribeirão Preto,105,1135,47,69,10.81
2015,Administração − Piracicaba,40,349,44,72,8.73
2015,Arquitetura − FAU,150,3831,58,81,25.54
