ano,curso,vagas,inscritos,pontos_minimo,pontos_maximo,candidatos_por_vaga
1997,Ciencias Contabeis,140,1488,61,112,10.63
1997,Ciencias Contabeis − Ribeirao Preto,40,304,55,92,7.6
1997,Economia,180,1756,71,125,9.76
1997,Economia − Ribeirao Preto,40,334,63,121,8.35
1997,Arquitetura − FAU,150,2724,78,132,18.16
1997,Arquitetura − Sao Carlos,30,611,73,127,20.37
1997,Direito,450,12728,85,140,28.28
1997,Pedagogia,120,1270,50,121,10.58
1997,Pedagogia − Ufscar,50,215,44,89,4.3
1997,Oficial da Policia Militar do Est. SP,200,4003,53,132,20.02
1997,Treineiros de Humanas,600,7030,58,109,11.72
1997,Ciencias Biologicas,180,2040,68,127,11.33
1997,Ciencias Biologicas − Unifesp,25,496,81,113,19.84
1997,Ciencias Biologicas − Ribeirao Preto,40,334,65,123,8.35
1997,Enfermagem,190,1944,52,107,10.23
1997,Enfermagem − Ribeirao Preto,80,473,50,105,5.91
1997,Farmacia−Bioquimica,135,2034,73,137,15.07
1997,Farmacia−Bioquimica−Ribeirao Preto,50,924,75,107,18.48
1997,Medicina e Ciencias Medicas,485,13802,102,142,28.46
1997,Medicina Veterinaria,80,2504,79,131,31.3
1997,Zootecnia − Pirassununga,30,446,64,115,14.87
1997,Odontologia,133,3258,75,128,24.5
1997,Odontologia − Ribeirao Preto,80,1121,72,117,14.01
1997,Odontologia − Bauru,50,2035,83,129,40.7
1997,Fonoaudiologia,25,411,60,91,16.44
1997,Fonoaudiologia − Unifesp,33,320,57,110,9.7
1997,Fonoaudiologia − Bauru,25,394,60,103,15.76
1997,Ortoptica e Tecnologia Oftalmica,13,94,59,96,7.23
1997,Fisioterapia,25,1189,84,122,47.56
1997,Fisioterapia − Ufscar,40,1394,75,108,34.85
1997,Terapia Ocupacional,55,795,58,105,14.45
1997,Nutricao,40,1115,71,118,27.88
1997,Psicologia,70,1593,74,132,22.76
1997,Psicologia − Interior,80,1511,66,107,18.89
1997,Educacao Fisica,50,1086,58,115,21.72
1997,Esporte,50,575,61,107,11.5
1997,Educacao Fisica − Ufscar,40,446,49,82,11.15
1997,Engenharia Agronomica,240,1566,58,128,6.53
1997,Engenharia Florestal,40,194,52,89,4.85
1997,Treineros de Biologia,600,7547,59,113,12.58
1997,Engenharia e Ciencias Exatas,874,9788,76,142,11.2
1997,Engenharia − USP / Sao Carlos,130,1190,74,124,9.15
1997,Engenharia Civil − USP / Sao Carlos,60,260,66,120,4.33
1997,Engenharia − Ufscar,230,1752,71,146,7.62
1997,Engenharia Civil − Ufscar,50,513,60,125,10.26
1997,Lic. em Ciencias Exatas − USP/Sao Carlos,40,126,42,105,3.15
1997,Matematica/Estatistica Sao Carlos,130,346,42,126,2.66
1997,Computacao − Sao Carlos,100,1575,71,128,15.75
1997,Licenciatura em Matematica/Fisica,250,1010,54,114,4.04
1997,Fisica/Meteorologia,270,815,58,128,3.02
1997,Quimica,62,314,63,116,5.06
1997,Quimica − Ribeirao Preto,50,199,51,99,3.98
1997,Quimica − USP − Sao Carlos,40,101,52,96,2.53
1997,Quimica − Ufscar,50,213,53,115,4.26
1997,Ciencias da Terra,70,235,55,106,3.36
1997,Treineiros de Exatas,600,3610,60,130,6.02
1998,Musica,30,288,65,124,9.6
1998,Artes Cenicas−Bacharelado,15,458,79,126,30.53
1998,Artes Cenicas−Licenciatura,10,119,60,100,11.9
1998,Artes Plasticas,30,450,71,122,15.0
1998,Biblioteconomia,30,199,57,118,6.63
1998,Biblioteconomia−Ufscar,40,87,40,85,2.18
1998,Cinema e Video,15,470,96,124,31.33
1998,Imagem e Som−Ufscar,40,367,70,121,9.18
1998,Editoracao,15,581,93,117,38.73
1998,Jornalismo,50,1867,95,139,37.34
1998,Publicidade e Propaganda,45,2575,93,136,57.22
1998,Radialismo,20,525,86,119,26.25
1998,Relacoes Publicas,20,677,82,109,33.85
1998,Turismo,25,1282,84,127,51.28
1998,Ciencias Sociais,200,1319,67,118,6.6
1998,Ciencias Sociais−Ufscar,40,193,59,121,4.83
1998,Filosofia,160,563,63,135,3.52
1998,Geografia,160,798,61,124,4.99
1998,Historia,260,1675,64,124,6.44
1998,Letras,808,4302,60,131,5.32
1998,Licenciatura em Letras−Ufscar,40,293,56,112,7.33
1998,Administracao,200,5021,88,132,25.11
1998,Administracao−Ribeirao Preto,40,740,80,124,18.5
1998,Ciencias Contabeis,140,1708,65,121,12.2
1998,Ciencias Contabeis−Ribeirao Preto,40,282,62,103,7.05
1998,Economia,180,2236,81,132,12.42
1998,Economia−Ribeirao Preto,40,360,71,117,9.0
1998,Arquitetura−FAU,150,2856,84,136,19.04
1998,Arquitetura−Sao Carlos,30,570,82,121,19.0
1998,Direito,450,13520,93,145,30.04
1998,Pedagogia,120,1693,56,122,14.11
1998,Pedagogia−Ufscar,50,294,49,92,5.88
1998,Oficial da Pm do Estado de Sao Paulo (M),160,4860,65,119,30.38
1998,Oficial da Pm do Estado de Sao Paulo (F),40,1890,60,107,47.25
1998,Economia Agroindustrial,20,239,72,121,11.95
1998,Treineiro H,600,7577,64,114,12.63
1998,Ciencias Biologicas,180,2574,78,134,14.3
1998,Ciencias Biologicas−Unifesp,25,530,90,130,21.2
1998,Ciencias Biologicas−Ribeirao Preto,40,437,74,120,10.93
1998,Enfermagem,190,1846,58,111,9.72
1998,Enfermagem−Ribeirao Preto,80,700,58,104,8.75
1998,Farmacia−Bioquimica,135,1919,78,125,14.21
1998,Farmacia−Bioquimica−Ribeirao Preto,50,839,83,115,16.78
1998,Medicina e Ciencias Medicas,485,13087,109,146,26.98
1998,Medicina Veterinaria,80,2358,86,123,29.48
1998,Zootecnia−Pirassununga,30,332,63,107,11.07
1998,Odontologia,133,3243,85,127,24.38
1998,Odontologia−Ribeirao Preto,80,1624,82,117,20.3
1998,Odontologia−Bauru,50,739,84,129,14.78
1998,Fonoaudiologia,25,302,65,100,12.08
1998,Fonoaudiologia−Unifesp,33,483,64,107,14.64
1998,Fonoaudiologia−Bauru,25,255,65,109,10.2
1998,Tecnologia Oftalmica,30,148,63,94,4.93
1998,Fisioterapia,25,1296,92,130,51.84
1998,Fisioterapia−Ufscar,40,1475,87,121,36.88
1998,Terapia Ocupacional,55,983,69,114,17.87
1998,Nutricao,40,1226,79,118,30.65
1998,Psicologia,70,1874,82,125,26.77
1998,Psicologia−Interior,80,1607,75,118,20.09
1998,Educacao Fisica,50,1214,65,130,24.28
1998,Esporte,50,754,68,119,15.08
1998,Educacao Fisica−Ufscar,40,481,56,90,12.03
1998,Engenharia Agronomica,200,1398,65,132,6.99
1998,Engenharia Agronomica−Ufscar,40,142,51,88,3.55
1998,Engenharia Florestal,40,242,58,118,6.05
1998,Treineiro B,600,7966,64,122,13.28
1998,Engenharia e Ciencias Exatas,874,10204,82,144,11.68
1998,Engenharia−USP/Sao Carlos,130,1346,80,137,10.35
1998,Engenharia Civil−USP/Sao Carlos,60,476,73,118,7.93
1998,Engenharia−Ufscar,230,1793,78,131,7.8
1998,Engenharia Civil−Ufscar,50,314,68,108,6.28
1998,Lic em Ciencias Exatas−USP/Sao Carlos,40,137,50,105,3.43
1998,Matematica/Estatistica−Sao Carlos,130,493,53,118,3.79
1998,Computacao−Sao Carlos,100,1487,76,135,14.87
1998,Licenciatura em Matematica/Fisica,250,1155,59,140,4.62
1998,Fisica/Meteorologia,270,955,66,133,3.54
1998,Quimica,60,378,70,123,6.3
1998,Quimica−Ribeirao Preto,50,226,60,100,4.52
1998,Quimica−USP−Sao Carlos,40,245,65,123,6.13
1998,Quimica−Ufscar,50,162,57,98,3.24
1998,Ciencias da Terra,70,328,64,127,4.69
1998,Treineiros E,600,3790,65,145,6.32
1999,Musica,30,338,65,117,11.27
1999,Artes Cenicas − Bacharelado,15,445,77,107,29.67
1999,Artes Cenicas − Licenciatura,10,112,62,96,11.2
1999,Artes Plasticas,30,449,67,105,14.97
1999,Biblioteconomia,30,295,58,92,9.83
1999,Biblioteconomia − Ufscar,40,392,50,88,9.8
1999,Cinema e Video,15,385,93,123,25.67
1999,Imagem e Som − Ufscar,40,269,63,108,6.73
1999,Editoracao,15,401,89,135,26.73
1999,Jornalismo,50,2277,95,137,45.54
1999,Publicidade e Propaganda,45,2545,88,125,56.56
1999,Radialismo,20,567,80,123,28.35
1999,Relacoes Publicas,45,722,69,115,16.04
1999,Turismo,25,1803,85,109,72.12
1999,Ciencias Sociais,210,1257,66,117,5.99
1999,Ciencias Sociais − Ufscar,40,214,60,107,5.35
1999,Filosofia,170,660,61,111,3.88
1999,Geografia,160,766,60,109,4.79
1999,Historia,270,1526,65,119,5.65
1999,Letras,849,4179,58,130,4.92
1999,Licenciatura em Letras − Ufscar,40,344,59,119,8.6
1999,Administracao,200,5159,86,138,25.8
1999,Administracao − Ribeirao Preto,40,787,81,120,19.68
1999,Ciencias Contabeis,140,1544,65,115,11.03
1999,Ciencias Contabeis − Ribeirao Preto,40,329,60,101,8.23
1999,Economia,180,2013,79,137,11.18
1999,Economia − Ribeirao Preto,40,423,72,123,10.58
1999,Arquitetura − FAU,150,2849,82,134,18.99
1999,Arquitetura − Sao Carlos,30,585,78,121,19.5
1999,Direito,460,12498,90,138,27.17
1999,Pedagogia,120,1474,55,119,12.28
1999,Pedagogia − Ufscar,50,306,51,108,6.12
1999,Economia Agroindustrial,20,113,66,104,5.65
1999,Oficial da Policia Militar (Masculino),170,5434,64,120,31.96
1999,Oficial da Policia Militar (Feminino),30,1810,62,105,60.33
1999,Treinamento H (Humanidades),600,7214,63,116,12.02
1999,Ciencias Biologicas,180,2717,77,131,15.09
1999,Ciencias Biologicas − Unifesp,25,456,89,129,18.24
1999,Ciencias Biologicas − Ribeirao Preto,40,596,78,113,14.9
1999,Enfermagem,190,2258,59,111,11.88
1999,Enfermagem − Ribeirao Preto,80,703,59,92,8.79
1999,Farmacia − Bioquimica,135,2147,77,124,15.9
1999,Farmacia − Bioquimica USP/Ribeirao Preto,50,866,81,117,17.32
1999,Medicina e Ciencias Medicas,485,13599,106,147,28.04
1999,Medicina Veterinaria,80,2255,82,139,28.19
1999,Zootecnia − Pirassununga,30,384,65,108,12.8
1999,Odontologia,133,2484,77,124,18.68
1999,Odontologia − Ribeirao Preto,80,1347,80,112,16.84
1999,Odontologia − Bauru,50,688,76,128,13.76
1999,Fonoaudiologia,58,919,67,111,15.84
1999,Fonoaudiologia − Bauru,25,300,62,97,12.0
1999,Tecnologia Oftalmica,30,182,58,97,6.07
1999,Fisioterapia,25,1164,86,115,46.56
1999,Fisioterapia − Ufscar,40,1381,82,126,34.53
1999,Terapia Ocupacional,55,943,69,107,17.15
1999,Nutricao,40,1147,74,113,28.68
1999,Psicologia,70,1734,77,123,24.77
1999,Psicologia − Interior,80,1772,75,113,22.15
1999,Educacao Fisica,50,1198,65,110,23.96
1999,Esporte,50,660,65,111,13.2
1999,Educacao Fisica − Ufscar,40,605,57,97,15.13
1999,Engenharia Agronomica − ESALQ/USP,200,1286,63,120,6.43
1999,Engenharia Agronomica − Ufscar,40,642,60,93,16.05
1999,Engenharia Florestal,40,285,62,98,7.13
1999,Treinamento B (Ciencias Biologicas),600,7329,63,112,12.22
1999,Engenharia e Ciencias Exatas,904,8609,79,148,9.52
1999,Engenharia Civil − Sao Carlos,60,531,67,129,8.85
1999,Engenharia USP/Sao Carlos,130,2287,81,129,17.59
1999,Engenharia Civil − Ufscar,50,424,63,106,8.48
1999,Engenharia −Ufscar,250,2274,74,130,9.1
1999,Lic. em Ciencias Exatas USP/Sao Carlos,40,126,49,101,3.15
1999,Matematica/Estatistica Ufscar,90,376,56,112,4.18
1999,Computacao − Sao Carlos,150,2095,71,128,13.97
1999,Licenciatura em Matematica/Fisica,260,1074,57,110,4.13
1999,Ciencias da Terra,70,267,62,109,3.81
1999,Fisica/Meteorologia,270,1003,65,144,3.71
1999,Quimica,60,394,72,129,6.57
1999,Quimica − USP/Ribeirao Preto,50,222,60,107,4.44
1999,Quimica − USP/Sao Carlos,40,137,60,102,3.43
1999,Quimica − Ufscar,50,273,60,125,5.46
1999,Treinamento e (Ciencias Exatas),600,3688,64,141,6.15
2000,Administracao − Sao Paulo,210,5182,95,143,24.68
2000,Administracao − Ribeirao Preto,44,816,90,133,18.55
2000,Arquitetura − FAU,150,2726,94,132,18.17
2000,Arquitetura − Sao Carlos,30,580,93,132,19.33
2000,Artes Cenicas − Bacharelado,15,476,88,122,31.73
2000,Artes Cenicas − Licenciatura,10,178,67,89,17.8
2000,Artes Plasticas,30,722,82,112,24.07
2000,Biblioteconomia,35,322,66,111,9.2
2000,Ciencias Contabeis − Sao Paulo,150,1725,71,124,11.5
2000,Ciencias Contabeis − Ribeirao Preto,40,375,69,120,9.38
2000,Ciencias Sociais,210,1746,76,129,8.31
2000,Curso Superior do Audiovisual,35,1130,99,142,32.29
2000,Direito,460,13636,102,149,29.64
2000,Economia − Sao Paulo,180,2251,92,144,12.51
2000,Economia Agroindustrial,20,304,82,119,15.2
2000,Economia − Ribeirao Preto,40,454,86,121,11.35
2000,Editoracao,15,401,101,134,26.73
2000,Filosofia,170,1049,69,127,6.17
2000,Geografia,160,1177,70,121,7.36
2000,Historia,270,2114,73,134,7.83
2000,Jornalismo,50,2618,106,142,52.36
2000,Letras,849,5887,63,131,6.93
2000,Musica,30,107,67,115,3.57
2000,Oficial da Pm do Estado de SP (Feminino),33,1606,66,114,48.67
2000,Oficial da Pm do Estado de SP(Masculino),187,5430,70,127,29.04
2000,Pedagogia,120,2050,65,109,17.08
2000,Publicidade e Propaganda,50,3134,101,137,62.68
2000,Relacoes Publicas,50,1877,89,120,37.54
2000,Turismo,30,1933,97,131,64.43
2000,Treineiros de Humanas,600,7805,67,119,13.01
2000,Ciencias Biologicas − Sao Paulo,120,2631,96,137,21.93
2000,Ciencias Biologicas − Ribeirao Preto,40,867,93,127,21.68
2000,Ciencias Biologicas − Unifesp,25,607,106,142,24.28
2000,Educacao Fisica,50,1877,81,123,37.54
2000,Enfermagem − Sao Paulo,160,2256,69,120,14.1
2000,Enfermagem − Ribeirao Preto,80,1139,70,110,14.24
2000,Engenharia Agronomica − ESALQ,200,1960,74,128,9.8
2000,Engenharia Florestal,40,335,70,118,8.38
2000,Esporte,50,845,75,120,16.9
2000,Farmacia − Bioquimica − Sao Paulo,135,2348,93,131,17.39
2000,Farmacia − Bioquimica − Ribeirao Preto,50,1041,96,129,20.82
2000,Fisioterapia − Sao Paulo,25,2328,107,137,93.12
2000,Fonoaudiologia − Sao Paulo,58,639,71,110,11.02
2000,Fonoaudiologia − Bauru,25,348,77,111,13.92
2000,Medicina e Ciencias Medicas,485,14367,117,148,29.62
2000,Medicina Veterinaria,80,2547,98,138,31.84
2000,Nutricao,40,1450,89,126,36.25
2000,Odontologia − Sao Paulo,133,2498,88,133,18.78
2000,Odontologia − Bauru,50,1009,92,127,20.18
2000,Odontologia − Ribeirao Preto,80,839,85,127,10.49
2000,Psicologia − Sao Paulo,70,2179,93,134,31.13
2000,Psicologia − Ribeirao Preto,40,1143,92,120,28.58
2000,Tecnologia Oftalmica − Unifesp,20,200,68,110,10.0
2000,Terapia Ocupacional,25,675,86,119,27.0
2000,Zootecnia − Pirassununga,40,562,75,115,14.05
2000,Treineiro de Biologicas,600,7102,66,130,11.84
2000,Ciencias da Terra,70,352,70,129,5.03
2000,Computacao − Sao Carlos,80,2502,98,134,31.28
2000,Engenharia e Ciencias Exatas,874,10763,94,156,12.31
2000,Engenharia Civil − Sao Carlos,60,747,81,135,12.45
2000,Engenharia − Sao Carlos,130,2150,97,133,16.54
2000,Fisica Medica − Ribeirao Preto,40,617,88,127,15.43
2000,Fisica / Meteorologia,220,1172,77,143,5.33
2000,Licenc em Ciencias Exatas − Sao Carlos,50,359,61,104,7.18
2000,Licenciatura em Matematica / Fisica,260,1707,65,122,6.57
2000,Matematica − Sao Carlos,35,223,70,123,6.37
2000,Quimica − Sao Paulo,60,508,79,129,8.47
2000,Quimica − Ribeirao Preto,50,255,70,111,5.1
2000,Quimica − Sao Carlos,40,442,78,137,11.05
2000,Treineiros de Exatas,600,3840,68,128,6.4
2001,Administracao − Sao Paulo,210,5968,98,142,28.42
2001,Administracao − Ribeirao Preto,44,767,92,140,17.43
2001,Arquitetura − FAU,150,2557,91,133,17.05
2001,Arquitetura − Sao Carlos,30,532,90,133,17.73
2001,Artes Cenicas − Bacharelado,15,426,87,120,28.4
2001,Artes Cenicas − Licenciatura,10,235,79,101,23.5
2001,Artes Plasticas,30,128,80,125,4.27
2001,Biblioteconomia,35,419,69,108,11.97
2001,Ciencias Contabeis − Sao Paulo,150,1646,74,120,10.97
2001,Ciencias Contabeis − Ribeirao Preto,40,370,75,115,9.25
2001,Ciencias Sociais,210,1999,80,132,9.52
2001,Curso Superior do Audiovisual,35,1254,100,137,35.83
2001,Direito,460,12195,101,143,26.51
2001,Economia − Sao Paulo,180,1847,88,138,10.26
2001,Economia Agroindustrial,20,137,77,111,6.85
2001,Economia − Ribeirao Preto,40,363,84,128,9.08
2001,Editoracao,15,341,98,130,22.73
2001,Filosofia,170,804,71,123,4.73
2001,Geografia,160,1214,73,133,7.59
2001,Historia,270,2495,75,128,9.24
2001,Jornalismo,50,2700,107,140,54.0
2001,Letras,849,6987,66,136,8.23
2001,Musica,30,108,67,127,3.6
2001,Oficial da Policia Militar SP Feminino,33,1344,67,109,40.73
2001,Oficial da Policia Militar SP Masculino,187,4867,69,128,26.03
2001,Pedagogia,180,2052,64,134,11.4
2001,Publicidade e Propaganda,50,3551,103,125,71.02
2001,Relacoes Publicas,50,1445,91,127,28.9
2001,Turismo,30,1665,94,128,55.5
2001,Treinamento H,600,7056,67,132,11.76
2001,Ciencias Biologicas − Sao Paulo,120,2936,100,144,24.47
2001,Ciencias Biologicas − Ribeirao Preto,40,882,97,133,22.05
2001,Ciencias Biologicas − Unifesp,30,554,98,139,18.47
2001,Educacao Fisica,50,1507,79,121,30.14
2001,Enfermagem − Sao Paulo,160,2537,74,116,15.86
2001,Enfermagem − Ribeirao Preto,80,693,72,118,8.66
2001,Engenharia Agronomica − ESALQ,200,1492,75,125,7.46
2001,Engenharia Florestal,40,431,77,126,10.78
2001,Esporte,50,962,79,117,19.24
2001,Farmacia − Bioquimica − Ribeirao Preto,50,793,96,130,15.86
2001,Farmacia − Bioquimica − Sao Paulo,144,2324,93,142,16.14
2001,Fisioterapia − Sao Paulo,25,1681,101,134,67.24
2001,Fonoaudiologia − Sao Paulo,58,900,80,121,15.52
2001,Fonoaudiologia − Bauru,25,217,70,104,8.68
2001,Medicina e Ciencias Medicas,485,13660,118,146,28.16
2001,Medicina Veterinaria,80,2493,96,127,31.16
2001,Nutricao,80,1584,80,133,19.8
2001,Odontologia − Sao Paulo,133,1872,84,127,14.08
2001,Odontologia − Bauru,50,395,83,121,7.9
2001,Odontologia − Ribeirao Preto,80,1116,86,120,13.95
2001,Psicologia − Sao Paulo,70,2294,95,130,32.77
2001,Psicologia − Ribeirao Preto,40,1206,95,123,30.15
2001,Tecnologia Oftalmica − Unifesp,20,195,71,108,9.75
2001,Terapia Ocupacional,25,783,90,114,31.32
2001,Zootecnia − Pirassununga,40,580,80,120,14.5
2001,Ciencias dos Alimentos − Piracicaba,40,447,72,109,11.18
2001,Engenharia de Alimentos − Pirassununga,40,548,85,123,13.7
2001,Treinamento B,600,6361,66,128,10.6
2001,Ciencias da Terra,70,377,72,143,5.39
2001,Computacao − Sao Carlos,40,1210,105,139,30.25
2001,"Engenharia ,Computacao e Matematica",874,11744,95,150,13.44
2001,Engenharia Civil − Sao Carlos,60,582,81,124,9.7
2001,Engenharia − Sao Carlos,130,2439,96,138,18.76
2001,Fisica Medica − Ribeirao Preto,40,326,88,135,8.15
2001,Fisica / Meteorologia,220,1378,80,141,6.26
2001,Informatica − Sao Carlos,40,375,75,138,9.38
2001,Licenc. em Ciencias Exatas − Sao Carlos,50,209,65,104,4.18
2001,Licenciatura em Matematica / Fisica,260,1686,69,138,6.48
2001,Matematica − Sao Carlos,35,247,78,138,7.06
2001,Quimica − Sao Paulo,60,663,84,130,11.05
2001,Quimica − Ribeirao Preto,40,473,80,115,11.83
2001,Quimica − Sao Carlos,40,251,78,112,6.28
2001,Treinamento e,600,3583,68,134,5.97
2002,Administracao − Ribeirao Preto,44,822,89,131,18.68
2002,Administracao − Sao Paulo,210,5575,95,138,26.55
2002,Arquitetura − FAU,150,2376,89,140,15.84
2002,Arquitetura − Sao Carlos,30,460,86,120,15.33
2002,Artes Cenicas − Bacharelado,15,582,89,114,38.8
2002,Artes Cenicas − Licenciatura,10,141,71,105,14.1
2002,Artes Plasticas,30,128,78,112,4.27
2002,Biblioteconomia,35,346,68,111,9.89
2002,Ciencias Contabeis − Ribeirao Preto,40,246,73,102,6.15
2002,Ciencias Contabeis − Sao Paulo,150,1373,74,122,9.15
2002,Ciencias Sociais,210,2188,79,132,10.42
2002,Curso Superior do Audiovisual,35,1632,101,131,46.63
2002,Direito,460,11401,99,140,24.78
2002,Economia Agroindustrial,20,120,73,111,6.0
2002,Economia − Ribeirao Preto,40,365,85,129,9.13
2002,Economia − Sao Paulo,180,2116,92,136,11.76
2002,Editoracao,15,403,98,128,26.87
2002,Filosofia,170,1034,73,134,6.08
2002,Geografia,160,1271,71,129,7.94
2002,Gestao Ambiental,40,686,83,122,17.15
2002,Historia,270,2779,75,146,10.29
2002,Jornalismo,60,3012,105,132,50.2
2002,Letras,849,6392,66,126,7.53
2002,Musica − Sao Paulo,35,105,67,112,3.0
2002,Musica − Ribeirao Preto,30,23,44,107,0.77
2002,Oficial da Pm do Estado de SP (Feminino),33,1250,66,112,37.88
2002,Oficial da Pm do Estado de SP(Masculino),182,5186,70,115,28.49
2002,Pedagogia − Ribeirao Preto,50,326,60,99,6.52
2002,Pedagogia − Sao Paulo,180,1930,62,114,10.72
2002,Publicidade e Propaganda,50,3585,100,143,71.7
2002,Relacoes Internacionais,60,3136,103,135,52.27
2002,Relacoes Publicas,50,1146,85,126,22.92
2002,Turismo,30,1480,86,125,49.33
2002,Treineiros Humanidades,500,7280,70,131,14.56
2002,Agrobiologia − Piracicaba,30,404,83,119,13.47
2002,Ciencias Biologicas − Ribeirao Preto,40,873,95,150,21.83
2002,Ciencias Biologicas − Sao Paulo,120,3071,100,132,25.59
2002,Ciencias dos Alimentos − Piracicaba,40,511,77,116,12.78
2002,Educacao Fisica,50,1579,80,112,31.58
2002,Enfermagem − Ribeirao Preto,80,818,73,123,10.23
2002,Enfermagem − Sao Paulo,160,2033,69,118,12.71
2002,Engenharia Agronomica − ESALQ,200,1205,72,127,6.03
2002,Engenharia Florestal,40,280,76,125,7.0
2002,Esporte,50,771,74,117,15.42
2002,Farmacia Bioquimica − Ribeirao Preto,80,1124,89,138,14.05
2002,Farmacia Bioquimica − Sao Paulo,150,2239,91,132,14.93
2002,Fisioterapia,65,2312,91,134,35.57
2002,Fonoaudiologia − Bauru,25,259,71,103,10.36
2002,Fonoaudiologia − Sao Paulo,75,495,68,116,6.6
2002,Medicina e Ciencias Medicas,375,12846,119,146,34.26
2002,Medicina Veterinaria,80,2391,94,135,29.89
2002,Nutricao,80,1563,79,118,19.54
2002,Odontologia − Bauru,50,534,78,119,10.68
2002,Odontologia − Ribeirao Preto,80,664,79,115,8.3
2002,Odontologia − Sao Paulo,133,1575,80,126,11.84
2002,Psicologia − Ribeirao Preto,40,1086,91,127,27.15
2002,Psicologia − Sao Paulo,70,2181,92,130,31.16
2002,Terapia Ocupacional,45,801,80,120,17.8
2002,Zootecnia − Pirassununga,40,426,74,108,10.65
2002,Treineiros Biologicas,500,5993,68,135,11.99
2002,Ciencias da Terra,70,278,70,119,3.97
2002,Computacao − Sao Carlos,40,959,99,140,23.98
2002,Engenharia Aeronautica,40,959,103,138,23.98
2002,"Engenharia, Computacao e Matem. Aplicada",870,11608,95,149,13.34
2002,Engenharia Civil − Sao Carlos,60,513,78,128,8.55
2002,Engenharia de Alimentos − Pirassununga,40,521,84,125,13.03
2002,Engenharia − Sao Carlos,130,2509,97,138,19.3
2002,Fisica Medica − Ribeirao Preto,40,301,84,118,7.53
2002,Fisica/Meteorologia/Estatist./Matematica,280,1686,78,140,6.02
2002,Informatica − Sao Carlos,40,469,79,119,11.73
2002,Licenc. em Ciencias Exatas − Sao Carlos,50,207,64,104,4.14
2002,Licenciatura em Matematica / Fisica,260,1467,67,137,5.64
2002,Matematica − Sao Carlos,35,217,74,130,6.2
2002,Oceanografia,40,614,80,128,15.35
2002,Quimica − Sao Paulo,60,618,82,124,10.3
2002,Quimica − Ribeirao Preto,40,249,76,123,6.23
2002,Quimica − Sao Carlos,40,411,80,124,10.28
2002,Treineiros Exatas,500,3792,71,135,7.58
2012,Administração − Ribeirão Preto,105,1777,50,71,16.92
2012,Arquitetura − FAU,150,3794,58,77,25.29
2012,Arquitetura − São Carlos,45,1261,56,74,28.02
2012,Artes Cênicas − Bacharelado,15,473,53,71,31.53
2012,Artes Cênicas − Licenciatura,10,173,46,61,17.3
2012,Artes Visuais,30,126,44,77,4.2
2012,Biblioteconomia,35,169,36,68,4.83
2012,Ciências Contábeis − Ribeirão Preto,45,408,41,71,9.07
2012,Ciências da Informação e da Documentação − Ribeirão Preto,40,110,27,64,2.75
2012,Ciências Sociais,210,1144,43,76,5.45
2012,Curso Superior do Audiovisual,35,1212,61,78,34.63
2012,Design,40,1218,54,75,30.45
2012,Direito,560,10622,59,83,18.97
2012,"Economia, Administração, Ciências Contábeis e Atuária",590,7015,54,81,11.89
2012,Economia Empresarial e Controladoria − Ribeirão Preto,70,466,44,67,6.66
2012,Economia − Piracicaba,40,372,48,75,9.3
2012,Economia − Ribeirão Preto,45,499,51,70,11.09
2012,Editoração,15,219,53,74,14.6
2012,Filosofia,170,844,40,73,4.96
2012,Geografia,170,729,37,79,4.29
2012,"Gestão Ambiental − USP Leste, SP",120,499,35,69,4.16
2012,Gestão Ambiental − Piracicaba,40,190,37,59,4.75
2012,"Gestão de Políticas Públicas − USP Leste, SP",120,511,35,62,4.26
2012,História,270,1651,43,72,6.11
2012,Jornalismo,60,2387,59,76,39.78
2012,"Lazer e Turismo − USP Leste, SP",120,507,31,60,4.23
2012,Licenciatura em Educomunicação,30,108,35,63,3.6
2012,Letras,849,3303,34,81,3.89
2012,"Marketing − USP Leste, SP",120,1209,44,66,10.08
2012,Música − ECA,35,105,33,60,3.0
2012,Música − Ribeirão Preto,30,184,37,68,6.13
2012,Pedagogia,180,836,33,77,4.64
2012,Pedagogia − Ribeirão Preto,50,369,38,56,7.38
2012,Publicidade e Propaganda,50,2360,57,71,47.2
2012,Relações Internacionais,60,2674,61,79,44.57
2012,Relações Públicas,50,927,50,72,18.54
2012,"Têxtil e Moda − USP Leste, SP",60,815,45,72,13.58
2012,Turismo,30,401,42,64,13.37
2012,Humanas,300,7398,50,69,24.66
2012,Ciências Biológicas,120,1564,52,79,13.03
2012,Ciências Biológicas − Piracicaba,30,313,47,77,10.43
2012,Ciências Biológicas − Ribeirão Preto,40,546,50,75,13.65
2012,Ciências Biomédicas,40,1084,57,74,27.1
2012,"Ciências da Atividade Física − USP Leste, SP",60,158,27,53,2.63
2012,Ciências dos Alimentos − Piracicaba,40,197,36,58,4.93
2012,Educação Física e Esporte,100,773,38,71,7.73
2012,Educação Física − Ribeirão Preto,60,355,32,57,5.92
2012,Enfermagem,80,738,40,69,9.23
2012,Enfermagem − Ribeirão Preto,130,523,32,63,4.02
2012,Engenharia Agronômica − Piracicaba,200,1216,41,76,6.08
2012,Engenharia Florestal − Piracicaba,40,249,42,65,6.23
2012,Farmácia−Bioquímica,150,1361,51,80,9.07
2012,Farmácia−Bioquímica − Ribeirão Preto,80,604,46,77,7.55
2012,Fisioterapia,25,663,48,71,26.52
